ACC,Localization
WP_092054482.1,Cytoplasmic Membrane
WP_092054485.1,Cytoplasmic Membrane
WP_092054488.1,Cytoplasmic
WP_092054491.1,Cytoplasmic
WP_092054494.1,Cytoplasmic
WP_092054497.1,Cytoplasmic
WP_092054500.1,Cytoplasmic
WP_092054503.1,Cytoplasmic
WP_092054505.1,Cytoplasmic
WP_092054508.1,Cytoplasmic
WP_092054511.1,Cytoplasmic
WP_092054514.1,Cytoplasmic
WP_092054517.1,Cytoplasmic
WP_092054523.1,Cytoplasmic
WP_092054526.1,Cytoplasmic
WP_092054529.1,Cytoplasmic
WP_092054532.1,Outer Membrane
WP_092054534.1,Cytoplasmic
WP_092054537.1,Cytoplasmic
WP_092054540.1,Outer Membrane
WP_092054543.1,Cytoplasmic
WP_092054545.1,Cytoplasmic
WP_092054548.1,Cytoplasmic
WP_092054551.1,Cytoplasmic
WP_092054554.1,Cytoplasmic Membrane
WP_092054557.1,Cytoplasmic
WP_092054560.1,Cytoplasmic
WP_092054563.1,Cytoplasmic
WP_092054565.1,Cytoplasmic
WP_092054595.1,Cytoplasmic Membrane
WP_092054598.1,Cytoplasmic
WP_092054601.1,Cytoplasmic
WP_092054605.1,Cytoplasmic
WP_092054610.1,Cytoplasmic
WP_092054613.1,Cytoplasmic
WP_092054616.1,Cytoplasmic Membrane
WP_092054618.1,Cytoplasmic Membrane
WP_092054621.1,Cytoplasmic Membrane
WP_092054624.1,Outer Membrane
WP_092054626.1,Periplasmic
WP_092054629.1,Cytoplasmic Membrane
WP_092054631.1,Periplasmic
WP_092054634.1,Cytoplasmic Membrane
WP_092054636.1,Cytoplasmic Membrane
WP_092054638.1,Cytoplasmic
WP_092054641.1,Cytoplasmic Membrane
WP_092054643.1,Cytoplasmic
WP_092054646.1,Cytoplasmic Membrane
WP_092054652.1,Cytoplasmic
WP_092054655.1,Extracellular
WP_092054657.1,Cytoplasmic
WP_092054660.1,Cytoplasmic
WP_092054668.1,Cytoplasmic Membrane
WP_092054671.1,Cytoplasmic
WP_092054675.1,Cytoplasmic
WP_092054678.1,Cytoplasmic
WP_092054681.1,Cytoplasmic
WP_092054683.1,Cytoplasmic Membrane
WP_092054686.1,Cytoplasmic
WP_092054689.1,Cytoplasmic
WP_092054692.1,Cytoplasmic
WP_092054695.1,Cytoplasmic
WP_092054698.1,Cytoplasmic Membrane
WP_092054707.1,Outer Membrane
WP_092054710.1,Cytoplasmic Membrane
WP_092054714.1,Periplasmic
WP_092054717.1,Cytoplasmic
WP_092054720.1,Cytoplasmic
WP_092054723.1,Cytoplasmic
WP_092054726.1,Extracellular
WP_092054728.1,Cytoplasmic
WP_092054731.1,Cytoplasmic
WP_092054734.1,Cytoplasmic
WP_092054742.1,Cytoplasmic
WP_092054745.1,Cytoplasmic
WP_092054751.1,Cytoplasmic
WP_092054754.1,Outer Membrane
WP_092054757.1,Cytoplasmic
WP_092054760.1,Outer Membrane
WP_092054763.1,Cytoplasmic Membrane
WP_092054766.1,Cytoplasmic Membrane
WP_092054769.1,Cytoplasmic
WP_092054771.1,Cytoplasmic
WP_092054776.1,Cytoplasmic
WP_092054781.1,Cytoplasmic
WP_092054784.1,Cytoplasmic
WP_092054786.1,Cytoplasmic Membrane
WP_092054789.1,Cytoplasmic Membrane
WP_092054791.1,Cytoplasmic
WP_092054794.1,Cytoplasmic
WP_092054795.1,Cytoplasmic
WP_092054800.1,Cytoplasmic
WP_092054803.1,Cytoplasmic
WP_092054806.1,Cytoplasmic
WP_092054808.1,Cytoplasmic
WP_092054811.1,Cytoplasmic
WP_092054814.1,Cytoplasmic
WP_092054816.1,Cytoplasmic
WP_092054819.1,Cytoplasmic
WP_092054821.1,Cytoplasmic
WP_092054824.1,Periplasmic
WP_092054827.1,Cytoplasmic
WP_092054829.1,Cytoplasmic
WP_092054832.1,Cytoplasmic
WP_092054835.1,Cytoplasmic
WP_092054838.1,Cytoplasmic
WP_092054841.1,Periplasmic
WP_092054843.1,Cytoplasmic
WP_092054846.1,Cytoplasmic Membrane
WP_092054849.1,Cytoplasmic
WP_092054852.1,Cytoplasmic Membrane
WP_092054855.1,Cytoplasmic Membrane
WP_092054858.1,Cytoplasmic
WP_092054861.1,Cytoplasmic Membrane
WP_092054864.1,Cytoplasmic Membrane
WP_092054867.1,Cytoplasmic
WP_092054870.1,Cytoplasmic
WP_092054873.1,Cytoplasmic
WP_092054876.1,Cytoplasmic
WP_092054879.1,Cytoplasmic
WP_092054882.1,Cytoplasmic
WP_092054885.1,Cytoplasmic
WP_092054891.1,Cytoplasmic Membrane
WP_092054900.1,Cytoplasmic
WP_092054911.1,Cytoplasmic
WP_092054914.1,Cytoplasmic
WP_092054916.1,Cytoplasmic Membrane
WP_092054919.1,Cytoplasmic
WP_092054922.1,Cytoplasmic
WP_092054925.1,Cytoplasmic Membrane
WP_092054927.1,Cytoplasmic Membrane
WP_092054930.1,Cytoplasmic
WP_092054933.1,Cytoplasmic
WP_092054938.1,Cytoplasmic
WP_092054941.1,Cytoplasmic
WP_092054944.1,Cytoplasmic Membrane
WP_092054947.1,Cytoplasmic Membrane
WP_092054952.1,Outer Membrane
WP_092054955.1,Cytoplasmic
WP_092054958.1,Cytoplasmic
WP_092052107.1,Outer Membrane
WP_092052109.1,Outer Membrane
WP_092052111.1,Cytoplasmic
WP_092052112.1,Outer Membrane
WP_092052114.1,Outer Membrane
WP_092052116.1,Cytoplasmic Membrane
WP_092052117.1,Cytoplasmic
WP_092052120.1,Cytoplasmic
WP_092052121.1,Extracellular
WP_092052124.1,Cytoplasmic Membrane
WP_092052125.1,Cytoplasmic Membrane
WP_092052128.1,Cytoplasmic
WP_092052130.1,Cytoplasmic
WP_092052132.1,Cytoplasmic Membrane
WP_092052135.1,Outer Membrane
WP_092052137.1,Cytoplasmic Membrane
WP_092052139.1,Cytoplasmic Membrane
WP_092052141.1,Outer Membrane
WP_092052144.1,Cytoplasmic Membrane
WP_092052147.1,Cytoplasmic
WP_092052149.1,Cytoplasmic Membrane
WP_092052152.1,Cytoplasmic
WP_092052153.1,Cytoplasmic
WP_092052156.1,Extracellular
WP_092052159.1,Cytoplasmic
WP_092052160.1,Cytoplasmic
WP_092052163.1,Cytoplasmic
WP_092052165.1,Outer Membrane
WP_092052167.1,Cytoplasmic
WP_092052169.1,Cytoplasmic
WP_092052171.1,Cytoplasmic
WP_092052174.1,Cytoplasmic
WP_092052175.1,Cytoplasmic Membrane
WP_092052178.1,Cytoplasmic
WP_092052179.1,Cytoplasmic
WP_092052181.1,Cytoplasmic
WP_092052183.1,Cytoplasmic Membrane
WP_092052186.1,Cytoplasmic
WP_092052188.1,Cytoplasmic
WP_092052190.1,Cytoplasmic Membrane
WP_092052193.1,Cytoplasmic Membrane
WP_092052195.1,Cytoplasmic Membrane
WP_092052197.1,Cytoplasmic
WP_092052199.1,Cytoplasmic
WP_092052201.1,Outer Membrane
WP_092052203.1,Cytoplasmic Membrane
WP_092052208.1,Cytoplasmic Membrane
WP_092052212.1,Cytoplasmic
WP_092052217.1,Cytoplasmic Membrane
WP_092052219.1,Cytoplasmic Membrane
WP_092052221.1,Cytoplasmic Membrane
WP_092052223.1,Cytoplasmic Membrane
WP_092052227.1,Cytoplasmic
WP_092052230.1,Cytoplasmic
WP_092052233.1,Cytoplasmic
WP_092052237.1,Cytoplasmic
WP_092052239.1,Cytoplasmic Membrane
WP_092052241.1,Cytoplasmic Membrane
WP_092052244.1,Cytoplasmic
WP_092052251.1,Cytoplasmic
WP_092052252.1,Cytoplasmic Membrane
WP_092052255.1,Cytoplasmic Membrane
WP_092052257.1,Cytoplasmic
WP_092052258.1,Cytoplasmic
WP_092052260.1,Cytoplasmic Membrane
WP_092052261.1,Cytoplasmic
WP_092052263.1,Outer Membrane
WP_092052264.1,Cytoplasmic Membrane
WP_092052266.1,Cytoplasmic Membrane
WP_092052267.1,Cytoplasmic
WP_092052270.1,Cytoplasmic
WP_092052272.1,Cytoplasmic
WP_092052273.1,Cytoplasmic
WP_092052276.1,Cytoplasmic
WP_092052277.1,Cytoplasmic
WP_092052280.1,Cytoplasmic
WP_092052282.1,Cytoplasmic
WP_092052284.1,Cytoplasmic
WP_092052286.1,Cytoplasmic
WP_092052288.1,Cytoplasmic
WP_092052292.1,Periplasmic
WP_092052294.1,Cytoplasmic
WP_092052296.1,Cytoplasmic Membrane
WP_092052298.1,Cytoplasmic
WP_092052300.1,Cytoplasmic
WP_092052302.1,Cytoplasmic
WP_092052304.1,Cytoplasmic
WP_092052307.1,Cytoplasmic
WP_092052309.1,Cytoplasmic
WP_092052311.1,Cytoplasmic
WP_092052316.1,Cytoplasmic Membrane
WP_092052319.1,Cytoplasmic
WP_092052320.1,Cytoplasmic Membrane
WP_092052323.1,Periplasmic
WP_092052324.1,Cytoplasmic
WP_092052327.1,Cytoplasmic Membrane
WP_092052328.1,Cytoplasmic
WP_092052331.1,Outer Membrane
WP_092052332.1,Outer Membrane
WP_092052335.1,Cytoplasmic
WP_092052337.1,Cytoplasmic
WP_092052339.1,Cytoplasmic Membrane
WP_092052341.1,Cytoplasmic Membrane
WP_092052344.1,Cytoplasmic Membrane
WP_092052347.1,Cytoplasmic
WP_092052349.1,Cytoplasmic
WP_092052352.1,Cytoplasmic Membrane
WP_092052354.1,Cytoplasmic Membrane
WP_092052357.1,Cytoplasmic Membrane
WP_092052358.1,Cytoplasmic Membrane
WP_092052361.1,Periplasmic
WP_092052364.1,Cytoplasmic
WP_092052366.1,Cytoplasmic
WP_092052368.1,Cytoplasmic Membrane
WP_092052370.1,Cytoplasmic
WP_092052372.1,Cytoplasmic Membrane
WP_092052375.1,Cytoplasmic
WP_092052376.1,Cytoplasmic
WP_092052379.1,Cytoplasmic
WP_092052381.1,Cytoplasmic
WP_092052383.1,Cytoplasmic
WP_092052386.1,Cytoplasmic
WP_092052388.1,Cytoplasmic Membrane
WP_092052391.1,Cytoplasmic
WP_092052392.1,Cytoplasmic
WP_092052395.1,Cytoplasmic Membrane
WP_092052398.1,Cytoplasmic
WP_092052399.1,Cytoplasmic
WP_092052402.1,Cytoplasmic
WP_092052405.1,Cytoplasmic Membrane
WP_092052407.1,Cytoplasmic Membrane
WP_092052409.1,Cytoplasmic
WP_092052416.1,Outer Membrane
WP_092052418.1,Cytoplasmic Membrane
WP_092052420.1,Cytoplasmic
WP_092052422.1,Cytoplasmic
WP_092052425.1,Cytoplasmic
WP_092052427.1,Cytoplasmic
WP_092052429.1,Cytoplasmic
WP_092052432.1,Cytoplasmic Membrane
WP_092052433.1,Cytoplasmic
WP_092052436.1,Cytoplasmic
WP_092052438.1,Cytoplasmic
WP_092052440.1,Cytoplasmic
WP_092052443.1,Cytoplasmic
WP_092052445.1,Cytoplasmic Membrane
WP_092052448.1,Cytoplasmic Membrane
WP_092052449.1,Cytoplasmic Membrane
WP_092052452.1,Cytoplasmic Membrane
WP_092052455.1,Cytoplasmic Membrane
WP_092052456.1,Extracellular
WP_092052459.1,Cytoplasmic Membrane
WP_092052463.1,Cytoplasmic
WP_092052465.1,Outer Membrane
WP_092052467.1,Cytoplasmic Membrane
WP_092052469.1,Cytoplasmic Membrane
WP_092052471.1,Cytoplasmic Membrane
WP_092052473.1,Cytoplasmic
WP_092052475.1,Cytoplasmic Membrane
WP_092052478.1,Cytoplasmic Membrane
WP_092052480.1,Cytoplasmic Membrane
WP_092052482.1,Outer Membrane
WP_092052484.1,Cytoplasmic Membrane
WP_092052487.1,Cytoplasmic Membrane
WP_092052488.1,Cytoplasmic
WP_092052491.1,Cytoplasmic
WP_092052493.1,Cytoplasmic
WP_092052498.1,Cytoplasmic
WP_092052501.1,Cytoplasmic
WP_092052503.1,Cytoplasmic Membrane
WP_092052506.1,Cytoplasmic
WP_092052508.1,Cytoplasmic Membrane
WP_092052511.1,Cytoplasmic
WP_092052514.1,Cytoplasmic
WP_092052516.1,Cytoplasmic
WP_092052519.1,Cytoplasmic
WP_092052522.1,Cytoplasmic
WP_092052524.1,Cytoplasmic Membrane
WP_092052527.1,Cytoplasmic
WP_092052529.1,Cytoplasmic
WP_092052532.1,Cytoplasmic
WP_092052535.1,Cytoplasmic
WP_092052537.1,Cytoplasmic
WP_092052540.1,Cytoplasmic Membrane
WP_092052543.1,Cytoplasmic
WP_092052545.1,Cytoplasmic
WP_092052548.1,Cytoplasmic
WP_092052550.1,Cytoplasmic
WP_092052552.1,Cytoplasmic
WP_092052554.1,Cytoplasmic
WP_092052556.1,Cytoplasmic
WP_092052558.1,Cytoplasmic
WP_092052560.1,Cytoplasmic
WP_092052562.1,Cytoplasmic Membrane
WP_092052564.1,Cytoplasmic Membrane
WP_092052567.1,Cytoplasmic
WP_092052574.1,Cytoplasmic
WP_092052575.1,Cytoplasmic
WP_092052578.1,Cytoplasmic
WP_092052579.1,Cytoplasmic
WP_092052582.1,Cytoplasmic
WP_092052583.1,Cytoplasmic
WP_092052585.1,Cytoplasmic
WP_092052588.1,Cytoplasmic
WP_092052591.1,Cytoplasmic
WP_092052593.1,Cytoplasmic
WP_092052596.1,Cytoplasmic
WP_092052598.1,Cytoplasmic
WP_092052601.1,Cytoplasmic
WP_092052603.1,Cytoplasmic
WP_092052605.1,Cytoplasmic
WP_092052607.1,Outer Membrane
WP_092052610.1,Cytoplasmic
WP_092052613.1,Cytoplasmic
WP_092052616.1,Cytoplasmic Membrane
WP_092052618.1,Cytoplasmic
WP_092052621.1,Cytoplasmic
WP_092052623.1,Outer Membrane
WP_092052625.1,Outer Membrane
WP_092052627.1,Cytoplasmic
WP_092052629.1,Cytoplasmic
WP_092052632.1,Cytoplasmic
WP_092052634.1,Cytoplasmic
WP_092052638.1,Cytoplasmic
WP_092052640.1,Cytoplasmic Membrane
WP_092052642.1,Outer Membrane
WP_092052644.1,Cytoplasmic
WP_092052649.1,Outer Membrane
WP_092052650.1,Cytoplasmic
WP_092052655.1,Cytoplasmic
WP_092052657.1,Cytoplasmic
WP_092052662.1,Outer Membrane
WP_092052667.1,Cytoplasmic
WP_092052672.1,Cytoplasmic
WP_092052675.1,Cytoplasmic Membrane
WP_092052679.1,Cytoplasmic
WP_092052681.1,Cytoplasmic
WP_092052683.1,Cytoplasmic Membrane
WP_092052686.1,Cytoplasmic
WP_092052688.1,Cytoplasmic
WP_092052690.1,Cytoplasmic
WP_092052693.1,Cytoplasmic
WP_092052695.1,Cytoplasmic
WP_092052697.1,Cytoplasmic
WP_092052700.1,Cytoplasmic
WP_092052703.1,Cytoplasmic
WP_092052706.1,Cytoplasmic
WP_092052709.1,Cytoplasmic
WP_092052711.1,Cytoplasmic
WP_092052713.1,Cytoplasmic
WP_092052715.1,Cytoplasmic
WP_092052718.1,Cytoplasmic
WP_092052720.1,Cytoplasmic
WP_092052722.1,Cytoplasmic
WP_092052725.1,Cytoplasmic
WP_092052727.1,Cytoplasmic
WP_092052730.1,Cytoplasmic
WP_092052732.1,Cytoplasmic
WP_092052735.1,Cytoplasmic Membrane
WP_092052738.1,Cytoplasmic
WP_092052741.1,Cytoplasmic
WP_092052742.1,Cytoplasmic
WP_092052745.1,Cytoplasmic
WP_092052747.1,Cytoplasmic
WP_092052749.1,Cytoplasmic
WP_092052751.1,Cytoplasmic
WP_092052753.1,Cytoplasmic Membrane
WP_092052756.1,Outer Membrane
WP_092052758.1,Cytoplasmic
WP_092052760.1,Outer Membrane
WP_092052762.1,Cytoplasmic
WP_092052764.1,Cytoplasmic
WP_092052767.1,Cytoplasmic
WP_092052769.1,Cytoplasmic
WP_092052771.1,Cytoplasmic
WP_092052775.1,Cytoplasmic Membrane
WP_092052777.1,Cytoplasmic Membrane
WP_092052781.1,Cytoplasmic Membrane
WP_092052784.1,Cytoplasmic
WP_092052786.1,Cytoplasmic Membrane
WP_092052789.1,Cytoplasmic
WP_092052791.1,Cytoplasmic
WP_092052794.1,Cytoplasmic
WP_092052796.1,Cytoplasmic
WP_092052799.1,Cytoplasmic
WP_092052801.1,Cytoplasmic
WP_092052804.1,Cytoplasmic
WP_092052805.1,Cytoplasmic
WP_092052810.1,Cytoplasmic
WP_092052818.1,Outer Membrane
WP_092052823.1,Cytoplasmic Membrane
WP_092052826.1,Cytoplasmic Membrane
WP_092052828.1,Cytoplasmic Membrane
WP_092052833.1,Cytoplasmic
WP_092052836.1,Cytoplasmic
WP_092052839.1,Cytoplasmic
WP_092052842.1,Cytoplasmic
WP_092052845.1,Cytoplasmic
WP_092052847.1,Cytoplasmic
WP_092052850.1,Cytoplasmic
WP_092052853.1,Cytoplasmic
WP_092052856.1,Cytoplasmic
WP_092052858.1,Outer Membrane
WP_092052861.1,Periplasmic
WP_092052864.1,Cytoplasmic Membrane
WP_092052866.1,Cytoplasmic Membrane
WP_092052871.1,Cytoplasmic
WP_092052874.1,Cytoplasmic
WP_092052876.1,Cytoplasmic Membrane
WP_092052879.1,Cytoplasmic
WP_092052882.1,Cytoplasmic
WP_092052884.1,Cytoplasmic
WP_092052890.1,Cytoplasmic
WP_092052892.1,Cytoplasmic
WP_092052895.1,Cytoplasmic
WP_092052898.1,Cytoplasmic
WP_092052900.1,Cytoplasmic
WP_092052903.1,Cytoplasmic
WP_092052906.1,Cytoplasmic
WP_092052909.1,Cytoplasmic
WP_092052912.1,Cytoplasmic
WP_092052915.1,Periplasmic
WP_092052918.1,Cytoplasmic Membrane
WP_092052920.1,Cytoplasmic Membrane
WP_092052923.1,Cytoplasmic
WP_092052925.1,Cytoplasmic
WP_092052928.1,Cytoplasmic
WP_092052931.1,Cytoplasmic
WP_092052933.1,Cytoplasmic
WP_092052936.1,Cytoplasmic
WP_092052939.1,Cytoplasmic Membrane
WP_092052942.1,Cytoplasmic
WP_092052947.1,Cytoplasmic
WP_092052950.1,Cytoplasmic Membrane
WP_092052952.1,Cytoplasmic
WP_092052955.1,Cytoplasmic
WP_092052958.1,Cytoplasmic
WP_092052960.1,Cytoplasmic
WP_092052963.1,Cytoplasmic
WP_092052965.1,Cytoplasmic
WP_092052968.1,Cytoplasmic
WP_092052971.1,Cytoplasmic
WP_092052973.1,Cytoplasmic Membrane
WP_092052976.1,Cytoplasmic
WP_092052979.1,Cytoplasmic
WP_092052981.1,Cytoplasmic
WP_092052983.1,Cytoplasmic Membrane
WP_092052986.1,Cytoplasmic
WP_092052988.1,Outer Membrane
WP_092052991.1,Periplasmic
WP_092052993.1,Cytoplasmic Membrane
WP_092052996.1,Cytoplasmic Membrane
WP_092052998.1,Cytoplasmic
WP_092053001.1,Cytoplasmic
WP_092053003.1,Cytoplasmic
WP_092053006.1,Cytoplasmic
WP_092053008.1,Cytoplasmic Membrane
WP_092053010.1,Cytoplasmic
WP_092053012.1,Cytoplasmic
WP_092053014.1,Cytoplasmic
WP_092053017.1,Cytoplasmic
WP_092053019.1,Cytoplasmic
WP_092053022.1,Cytoplasmic
WP_092053023.1,Cytoplasmic Membrane
WP_092053026.1,Cytoplasmic
WP_092053029.1,Cytoplasmic Membrane
WP_092053031.1,Cytoplasmic
WP_092053034.1,Cytoplasmic Membrane
WP_092053037.1,Cytoplasmic
WP_092053039.1,Cytoplasmic
WP_092053044.1,Cytoplasmic
WP_092053047.1,Cytoplasmic
WP_092053049.1,Cytoplasmic
WP_092053052.1,Cytoplasmic
WP_092053055.1,Cytoplasmic
WP_092053057.1,Cytoplasmic
WP_092053065.1,Cytoplasmic
WP_092053068.1,Cytoplasmic
WP_092053087.1,Cytoplasmic Membrane
WP_092053089.1,Cytoplasmic
WP_092053092.1,Cytoplasmic
WP_092053095.1,Cytoplasmic
WP_092053097.1,Cytoplasmic
WP_092053100.1,Outer Membrane
WP_092053101.1,Cytoplasmic Membrane
WP_092053104.1,Cytoplasmic
WP_092053106.1,Cytoplasmic
WP_092053109.1,Outer Membrane
WP_092053112.1,Cytoplasmic
WP_092053114.1,Cytoplasmic
WP_092053117.1,Cytoplasmic
WP_092053119.1,Periplasmic
WP_092053122.1,Cytoplasmic
WP_092053125.1,Cytoplasmic
WP_092053127.1,Cytoplasmic
WP_092053130.1,Cytoplasmic
WP_092053132.1,Cytoplasmic
WP_092053137.1,Cytoplasmic
WP_092053140.1,Cytoplasmic
WP_092053142.1,Cytoplasmic Membrane
WP_092053145.1,Outer Membrane
WP_092053148.1,Cytoplasmic
WP_092053151.1,Cytoplasmic
WP_092053154.1,Cytoplasmic
WP_092053157.1,Outer Membrane
WP_092053159.1,Cytoplasmic Membrane
WP_092053162.1,Outer Membrane
WP_092053164.1,Cytoplasmic
WP_092053167.1,Cytoplasmic
WP_092053172.1,Cytoplasmic
WP_092053175.1,Outer Membrane
WP_092053178.1,Cytoplasmic Membrane
WP_092053180.1,Cytoplasmic
WP_092053183.1,Cytoplasmic
WP_092053186.1,Cytoplasmic
WP_092053189.1,Cytoplasmic
WP_092053192.1,Cytoplasmic
WP_092053194.1,Cytoplasmic
WP_092053196.1,Cytoplasmic
WP_092053199.1,Cytoplasmic
WP_092053202.1,Cytoplasmic
WP_092053205.1,Cytoplasmic
WP_092053208.1,Cytoplasmic
WP_092053214.1,Cytoplasmic
WP_092053217.1,Cytoplasmic
WP_092053220.1,Periplasmic
WP_092053223.1,Cytoplasmic
WP_092053226.1,Cytoplasmic
WP_092053229.1,Cytoplasmic
WP_092053231.1,Cytoplasmic Membrane
WP_092053234.1,Cytoplasmic Membrane
WP_092053241.1,Cytoplasmic
WP_092053244.1,Outer Membrane
WP_092053247.1,Cytoplasmic Membrane
WP_092053249.1,Cytoplasmic
WP_092053252.1,Cytoplasmic
WP_092053254.1,Cytoplasmic
WP_092053257.1,Cytoplasmic Membrane
WP_092053259.1,Cytoplasmic Membrane
WP_092053261.1,Cytoplasmic
WP_092053262.1,Cytoplasmic
WP_092053267.1,Cytoplasmic
WP_092053270.1,Cytoplasmic
WP_092053273.1,Cytoplasmic
WP_092053276.1,Cytoplasmic
WP_092053279.1,Periplasmic
WP_092053285.1,Cytoplasmic
WP_092053288.1,Cytoplasmic
WP_092053291.1,Cytoplasmic
WP_092053294.1,Cytoplasmic
WP_092053297.1,Cytoplasmic Membrane
WP_092053303.1,Cytoplasmic Membrane
WP_092053306.1,Cytoplasmic Membrane
WP_092053309.1,Cytoplasmic Membrane
WP_092053315.1,Periplasmic
WP_092053318.1,Cytoplasmic
WP_092053321.1,Cytoplasmic
WP_092053324.1,Cytoplasmic
WP_092053327.1,Cytoplasmic
WP_092053333.1,Cytoplasmic
WP_092053336.1,Cytoplasmic
WP_092053339.1,Cytoplasmic
WP_092053342.1,Cytoplasmic
WP_092053345.1,Cytoplasmic
WP_092053348.1,Cytoplasmic
WP_092053351.1,Cytoplasmic
WP_092053354.1,Cytoplasmic
WP_092053356.1,Outer Membrane
WP_092053359.1,Cytoplasmic Membrane
WP_092053364.1,Cytoplasmic Membrane
WP_092053366.1,Cytoplasmic
WP_092053369.1,Cytoplasmic
WP_092053372.1,Cytoplasmic Membrane
WP_092053374.1,Cytoplasmic
WP_092053377.1,Extracellular
WP_092053380.1,Cytoplasmic
WP_092053383.1,Outer Membrane
WP_092053386.1,Cytoplasmic Membrane
WP_092053389.1,Cytoplasmic Membrane
WP_092053392.1,Cytoplasmic Membrane
WP_092053395.1,Cytoplasmic Membrane
WP_092053401.1,Cytoplasmic
WP_092053408.1,Cytoplasmic
WP_092053417.1,Cytoplasmic
WP_092053424.1,Outer Membrane
WP_092053433.1,Cytoplasmic
WP_092053446.1,Cytoplasmic
WP_092053451.1,Cytoplasmic
WP_092053454.1,Cytoplasmic
WP_092053457.1,Cytoplasmic Membrane
WP_092053460.1,Cytoplasmic
WP_092053467.1,Cytoplasmic Membrane
WP_092053473.1,Outer Membrane
WP_092053476.1,Cytoplasmic
WP_092053479.1,Cytoplasmic Membrane
WP_092053482.1,Cytoplasmic
WP_092053485.1,Cytoplasmic
WP_092053488.1,Cytoplasmic
WP_092053495.1,Cytoplasmic
WP_092053498.1,Cytoplasmic
WP_092056608.1,Cytoplasmic
WP_092056611.1,Cytoplasmic
WP_092056613.1,Cytoplasmic
WP_092056614.1,Cytoplasmic
WP_092056616.1,Cytoplasmic
WP_092056618.1,Cytoplasmic
WP_092056620.1,Cytoplasmic Membrane
WP_092056622.1,Cytoplasmic
WP_092056624.1,Cytoplasmic
WP_092056625.1,Cytoplasmic Membrane
WP_092056626.1,Cytoplasmic
WP_092056628.1,Cytoplasmic
WP_092056629.1,Cytoplasmic
WP_092056631.1,Cytoplasmic
WP_092056633.1,Cytoplasmic Membrane
WP_092056634.1,Cytoplasmic Membrane
WP_092056638.1,Cytoplasmic
WP_092056640.1,Periplasmic
WP_092056642.1,Cytoplasmic Membrane
WP_092056644.1,Cytoplasmic
WP_092056646.1,Cytoplasmic
WP_092056648.1,Cytoplasmic
WP_092056652.1,Cytoplasmic
WP_092056653.1,Cytoplasmic Membrane
WP_092056655.1,Cytoplasmic
WP_092056657.1,Periplasmic
WP_092056658.1,Cytoplasmic Membrane
WP_092056660.1,Cytoplasmic
WP_092056662.1,Cytoplasmic
WP_092056664.1,Cytoplasmic Membrane
WP_092056665.1,Cytoplasmic Membrane
WP_092056667.1,Cytoplasmic
WP_092056668.1,Cytoplasmic
WP_092056670.1,Cytoplasmic
WP_092056671.1,Cytoplasmic
WP_092056674.1,Cytoplasmic Membrane
WP_092056676.1,Cytoplasmic
WP_092056677.1,Cytoplasmic
WP_092056679.1,Cytoplasmic
WP_092056681.1,Cytoplasmic
WP_092056683.1,Cytoplasmic
WP_092056685.1,Cytoplasmic
WP_092056687.1,Cytoplasmic
WP_092056689.1,Cytoplasmic
WP_092056693.1,Cytoplasmic
WP_092056695.1,Cytoplasmic
WP_092056698.1,Extracellular
WP_092056700.1,Outer Membrane
WP_092056704.1,Cytoplasmic Membrane
WP_092056706.1,Cytoplasmic
WP_092056708.1,Cytoplasmic
WP_092056711.1,Cytoplasmic
WP_092056713.1,Cytoplasmic
WP_092056714.1,Periplasmic
WP_092056716.1,Cytoplasmic
WP_092056718.1,Cytoplasmic
WP_092056720.1,Cytoplasmic
WP_092056725.1,Cytoplasmic
WP_092056726.1,Cytoplasmic
WP_092056728.1,Cytoplasmic Membrane
WP_092056732.1,Cytoplasmic
WP_092056734.1,Cytoplasmic
WP_092056736.1,Cytoplasmic
WP_092056738.1,Cytoplasmic
WP_092056740.1,Cytoplasmic Membrane
WP_092056742.1,Cytoplasmic
WP_092056743.1,Cytoplasmic
WP_092056745.1,Periplasmic
WP_092056747.1,Cytoplasmic Membrane
WP_092056749.1,Cytoplasmic
WP_092056750.1,Cytoplasmic Membrane
WP_092056754.1,Cytoplasmic
WP_092056756.1,Cytoplasmic
WP_092056759.1,Cytoplasmic
WP_092056761.1,Cytoplasmic
WP_092056765.1,Cytoplasmic Membrane
WP_092056767.1,Extracellular
WP_092056768.1,Cytoplasmic
WP_092056770.1,Cytoplasmic
WP_092056772.1,Cytoplasmic
WP_092056774.1,Cytoplasmic
WP_092056776.1,Cytoplasmic
WP_092056778.1,Cytoplasmic
WP_092056780.1,Cytoplasmic
WP_092056782.1,Cytoplasmic
WP_092056784.1,Cytoplasmic
WP_092056786.1,Cytoplasmic
WP_092056788.1,Cytoplasmic
WP_092056790.1,Cytoplasmic
WP_092056792.1,Cytoplasmic
WP_092056794.1,Cytoplasmic
WP_092056795.1,Cytoplasmic
WP_092056797.1,Cytoplasmic
WP_092056801.1,Cytoplasmic
WP_092056804.1,Cytoplasmic
WP_092056806.1,Cytoplasmic
WP_092056808.1,Cytoplasmic
WP_092056810.1,Cytoplasmic
WP_092056813.1,Cytoplasmic Membrane
WP_092056815.1,Cytoplasmic Membrane
WP_092056816.1,Cytoplasmic
WP_092056818.1,Cytoplasmic
WP_092056820.1,Cytoplasmic
WP_092056824.1,Cytoplasmic Membrane
WP_092056828.1,Cytoplasmic
